"name","email","phone","clean_name","clean_email","clean_phone","data_quality_map","name_exception","email_exception","phone_exception","phone_ext"
"Bradley Gibson","mitchell0@yahoo.com","08813 643630","Bradley  Gibson","mitchell0@yahoo.com","08813 643630","","","","",NA
"Alexandro Reinger","johathan.turcotte18@hotmail.com","05572 219022","Alexandro  Reinger","johathan.turcotte18@hotmail.com","05572 219022","","","","",NA
"Angelita Schuster","jana.hackett39@hotmail.com","01397 587431","Angelita  Schuster","jana.hackett39@hotmail.com","01397 587431","","","","",NA
"Jennings Luettgen DVM","cheyenne_boyer13@hotmail.com","09166 758835","Jennings  Luettgen  D V M","cheyenne_boyer13@hotmail.com","09166 758835","","","","",NA
"Cloyd Huel","august23@hotmail.com","01316 989513","Cloyd  Huel","august23@hotmail.com","01316 989513","","","","",NA
"Mya Carter","darien93@hotmail.com","01112 275333","Mya  Carter","darien93@hotmail.com","01112 275333","","","","",NA
"Wilmer Morar","adelia2@yahoo.com","01652 581140","Wilmer  Morar","adelia2@yahoo.com","01652 581140","","","","",NA
"Karl Haag","jacky.windler@hotmail.com","01710 605568","Karl  Haag","jacky.windler@hotmail.com","01710 605568","","","","",NA
"Ayla Ryan","joan.beahan36@yahoo.com","01733 132476","Ayla  Ryan","joan.beahan36@yahoo.com","01733 132476","","","","",NA
"Miss Kelly Lesch","elouise.schumm@yahoo.com","01862 639170","Miss  Kelly  Lesch","elouise.schumm@yahoo.com","01862 639170","","","","",NA
"David Bradtke","dawn_funk@yahoo.com","01697 755690","David  Bradtke","dawn_funk@yahoo.com","01697 755690","","","","",NA
"Mariah King","jennifer_keeling@hotmail.com","02110 675858","Mariah  King","jennifer_keeling@hotmail.com","02110 675858","","","","",NA
"Pierre Ondricka","brannon17@gmail.com","03321 115604","Pierre  Ondricka","brannon17@gmail.com","03321 115604","","","","",NA
"Breanna Grady","tina_kilback@hotmail.com","05657 458278","Breanna  Grady","tina_kilback@hotmail.com","05657 458278","","","","",NA
"John O'Kon","alejandra_murphy@yahoo.com","09470 640925","John  O' Kon","alejandra_murphy@yahoo.com","09470 640925","","","","",NA
"Ella Abernathy","erik48@hotmail.com","01191 022279","Ella  Abernathy","erik48@hotmail.com","01191 022279","","","","",NA
"Delta Pfannerstill","marjory.tremblay79@hotmail.com","03737 650184","Delta  Pfannerstill","marjory.tremblay79@hotmail.com","03737 650184","","","","",NA
"Chadrick Friesen","claude.kozey@yahoo.com","01505 601420","Chadrick  Friesen","claude.kozey@yahoo.com","01505 601420","","","","",NA
"Mr. Lawson Mohr","armand_oconnell31@hotmail.com","05637 196405","Mr.  Lawson  Mohr","armand_oconnell31@hotmail.com","05637 196405","","","","",NA
"Tito Casper","ashtyn92@yahoo.com","02751 930758","Tito  Casper","ashtyn92@yahoo.com","02751 930758","","","","",NA
"Katheryn Turcotte","angelina.reynolds@hotmail.com","01138 789626","Katheryn  Turcotte","angelina.reynolds@hotmail.com","01138 789626","","","","",NA
"Albert Adams IV","jeffry96@yahoo.com","08004 892593","Albert  Adams  I V","jeffry96@yahoo.com","08004 892593","","","","",NA
"Kassandra Hagenes","arjun.feil20@gmail.com","02602 202981","Kassandra  Hagenes","arjun.feil20@gmail.com","02602 202981","","","","",NA
"Theresia Tremblay","aidan.mosciski@hotmail.com","05643 302147","Theresia  Tremblay","aidan.mosciski@hotmail.com","05643 302147","","","","",NA
"Halle Weimann","darby_hermiston68@yahoo.com","08269 542128","Halle  Weimann","darby_hermiston68@yahoo.com","08269 542128","","","","",NA
"Seamus Kautzer","doyle23@yahoo.com","01185 430549","Seamus  Kautzer","doyle23@yahoo.com","01185 430549","","","","",NA
"Shyann Thompson","levi.leuschke62@gmail.com","01445 988633","Shyann  Thompson","levi.leuschke62@gmail.com","01445 988633","","","","",NA
"Janessa Ruecker","giles79@yahoo.com","05009 491200","Janessa  Ruecker","giles79@yahoo.com","05009 491200","","","","",NA
"Ms. Geovany Rohan","destini.zemlak@hotmail.com","02376 261907","Ms.  Geovany  Rohan","destini.zemlak@hotmail.com","02376 261907","","","","",NA
"Ms. Velma Hartmann","jacynthe25@gmail.com","01213 522989","Ms.  Velma  Hartmann","jacynthe25@gmail.com","01213 522989","","","","",NA
"Martine Hartmann","lea_mante34@gmail.com","05007 428120","Martine  Hartmann","lea_mante34@gmail.com","05007 428120","","","","",NA
"Miss Emmalee Reichel","rene99@gmail.com","02214 454027","Miss  Emmalee  Reichel","rene99@gmail.com","02214 454027","","","","",NA
"Alvina Huel MD","mathias69@yahoo.com","08781 392379","Alvina  Huel  M D","mathias69@yahoo.com","08781 392379","","","","",NA
"Wyman Corkery","delfina.zieme@hotmail.com","03227 771596","Wyman  Corkery","delfina.zieme@hotmail.com","03227 771596","","","","",NA
"Candace Schroeder Jr.","noah.mckenzie9@gmail.com","01016 738024","Candace  Schroeder  Jr.","noah.mckenzie9@gmail.com","01016 738024","","","","",NA
"Miss Axel Bergnaum","everett.bartoletti@yahoo.com","08006 417350","Miss  Axel  Bergnaum","everett.bartoletti@yahoo.com","08006 417350","","","","",NA
"Arnoldo Thompson DDS","fannie_boyle@gmail.com","08007 466410","Arnoldo  Thompson  D D S","fannie_boyle@gmail.com","08007 466410","","","","",NA
"Willa Miller","weldon32@yahoo.com","01697 768940","Willa  Miller","weldon32@yahoo.com","01697 768940","","","","",NA
"Thora Thompson","cheyanne.bogisich43@yahoo.com","05001 316830","Thora  Thompson","cheyanne.bogisich43@yahoo.com","05001 316830","","","","",NA
"Ayden Bruen Sr.","jacey63@yahoo.com","01697 745680","Ayden  Bruen  Sr.","jacey63@yahoo.com","01697 745680","","","","",NA
"Maynard Dietrich","althea.mohr@hotmail.com","05002 165240","Maynard  Dietrich","althea.mohr@hotmail.com","05002 165240","","","","",NA
"Afton Greenholt","arianna92@gmail.com","01911 137592","Afton  Greenholt","arianna92@gmail.com","01911 137592","","","","",NA
"Ashtyn Tremblay","lupe.hyatt@hotmail.com","05554 443003","Ashtyn  Tremblay","lupe.hyatt@hotmail.com","05554 443003","","","","",NA
"Josephine Gleichner","pearlie81@yahoo.com","02668 306314","Josephine  Gleichner","pearlie81@yahoo.com","02668 306314","","","","",NA
"Doug Wintheiser MD","pablo_brekke@gmail.com","03385 475689","Doug  Wintheiser  M D","pablo_brekke@gmail.com","03385 475689","","","","",NA
"Elna Beatty Sr.","aubree94@hotmail.com","08009 811630","Elna  Beatty  Sr.","aubree94@hotmail.com","08009 811630","","","","",NA
"Mina DuBuque","elvie80@hotmail.com","05567 992215","Mina  Du Buque","elvie80@hotmail.com","05567 992215","","","","",NA
"Melvin Schiller","hoyt27@yahoo.com","05693 158404","Melvin  Schiller","hoyt27@yahoo.com","05693 158404","","","","",NA
"Burdette Bernier","felix_oconnell18@hotmail.com","09783 953176","Burdette  Bernier","felix_oconnell18@hotmail.com","09783 953176","","","","",NA
"Lauriane Sauer","evelyn.runolfsson@gmail.com","05004 543050","Lauriane  Sauer","evelyn.runolfsson@gmail.com","05004 543050","","","","",NA
"Maxwell Hodkiewicz","mariam_roob1@hotmail.com","01274 472517","Maxwell  Hodkiewicz","mariam_roob1@hotmail.com","01274 472517","","","","",NA
"Melissa Leffler","jaquelin.keeling@gmail.com","01511 171929","Melissa  Leffler","jaquelin.keeling@gmail.com","01511 171929","","","","",NA
"Humberto Stoltenberg","lisandro_stracke@yahoo.com","08002 039890","Humberto  Stoltenberg","lisandro_stracke@yahoo.com","08002 039890","","","","",NA
"Raphael Keeling","leila44@hotmail.com","08006 203100","Raphael  Keeling","leila44@hotmail.com","08006 203100","","","","",NA
"Kasandra Kiehn","juanita_barrows69@hotmail.com","09089 196438","Kasandra  Kiehn","juanita_barrows69@hotmail.com","09089 196438","","","","",NA
"Samanta Johnson","columbus.kautzer38@yahoo.com","05520 229415","Samanta  Johnson","columbus.kautzer38@yahoo.com","05520 229415","","","","",NA
"Reid Mertz","roma.champlin87@hotmail.com","08017 550038","Reid  Mertz","roma.champlin87@hotmail.com","08017 550038","","","","",NA
"Prince Lubowitz","jamir.rice@yahoo.com","08007 465331","Prince  Lubowitz","jamir.rice@yahoo.com","08007 465331","","","","",NA
"Ellis Watsica","ruthie_lindgren@gmail.com","05006 029310","Ellis  Watsica","ruthie_lindgren@gmail.com","05006 029310","","","","",NA
"Greyson Price","kian29@hotmail.com","02484 140227","Greyson  Price","kian29@hotmail.com","02484 140227","","","","",NA
"Ariel Grant","brenna_orn86@hotmail.com","09366 452247","Ariel  Grant","brenna_orn86@hotmail.com","09366 452247","","","","",NA
"Courtney Heller","johnpaul.weber@hotmail.com","01697 727940","Courtney  Heller","johnpaul.weber@hotmail.com","01697 727940","","","","",NA
"Aurelia Dicki","lukas.smitham36@hotmail.com","01112 318890","Aurelia  Dicki","lukas.smitham36@hotmail.com","01112 318890","","","","",NA
"Ernestine Kertzmann","cristopher_nikolaus52@gmail.com","03919 555847","Ernestine  Kertzmann","cristopher_nikolaus52@gmail.com","03919 555847","","","","",NA
"Yessenia Howell III","euna46@hotmail.com","01145 933871","Yessenia  Howell  I I I","euna46@hotmail.com","01145 933871","","","","",NA
"Joesph Moen","dolly.harris91@yahoo.com","01868 425920","Joesph  Moen","dolly.harris91@yahoo.com","01868 425920","","","","",NA
"Lura Maggio","brennan16@hotmail.com","05594 503093","Lura  Maggio","brennan16@hotmail.com","05594 503093","","","","",NA
"Deshawn Predovic","joshuah.koelpin26@hotmail.com","01113 439768","Deshawn  Predovic","joshuah.koelpin26@hotmail.com","01113 439768","","","","",NA
"Bobby Hills","sandrine.yost33@gmail.com","08541 090455","Bobby  Hills","sandrine.yost33@gmail.com","08541 090455","","","","",NA
"Zachariah Stokes","rupert_witting@gmail.com","01697 774860","Zachariah  Stokes","rupert_witting@gmail.com","01697 774860","","","","",NA
"Jerel Fay","malika.boyer6@gmail.com","08003 761879","Jerel  Fay","malika.boyer6@gmail.com","08003 761879","","","","",NA
"rhoda mcLaughlin","fanny.volkman@yahoo.com","01519 560845","Rhoda  Mc Laughlin","fanny.volkman@yahoo.com","01519 560845","[ ""B3"" ]","","","",NA
"Xander Mohr","sabryna_hackett@gmail.com","01722 929870","Xander  Mohr","sabryna_hackett@gmail.com","01722 929870","","","","",NA
"Mrs. Fatima Funk","eldon11@gmail.com","08496 550875","Mrs.  Fatima  Funk","eldon11@gmail.com","08496 550875","","","","",NA
"Chaya Little","dexter_davis35@gmail.com","08009 396360","Chaya  Little","dexter_davis35@gmail.com","08009 396360","","","","",NA
"Adriel Kub","giovanni_kozey@gmail.com","01139 478735","Adriel  Kub","giovanni_kozey@gmail.com","01139 478735","","","","",NA
"Deondre Orn","koby28@hotmail.com","09174 008774","Deondre  Orn","koby28@hotmail.com","09174 008774","","","","",NA
"Aurelie Durgan","hallie45@hotmail.com","08007 535736","Aurelie  Durgan","hallie45@hotmail.com","08007 535736","","","","",NA
"Ward Gerhold","loma81@yahoo.com","01284 454117","Ward  Gerhold","loma81@yahoo.com","01284 454117","","","","",NA
"Hermina O'Kon","colleen_braun55@gmail.com","05607 397614","Hermina  O' Kon","colleen_braun55@gmail.com","05607 397614","","","","",NA
"Scot Rippin","sophie.dooley65@hotmail.com","01514 369895","Scot  Rippin","sophie.dooley65@hotmail.com","01514 369895","","","","",NA
"Jolie Wilkinson","saige.sporer17@yahoo.com","01119 620092","Jolie  Wilkinson","saige.sporer17@yahoo.com","01119 620092","","","","",NA
"Barry Okuneva","sierra_dicki78@gmail.com","09938 283816","Barry  Okuneva","sierra_dicki78@gmail.com","09938 283816","","","","",NA
"Arch Kuvalis","priscilla37@yahoo.com","09429 043411","Arch  Kuvalis","priscilla37@yahoo.com","09429 043411","","","","",NA
"Mae Hayes","dorian_sanford@yahoo.com","02280 977178","Mae  Hayes","dorian_sanford@yahoo.com","02280 977178","","","","",NA
"Ms. Serena Grant","kenneth.rowe11@yahoo.com","01682 737844","Ms.  Serena  Grant","kenneth.rowe11@yahoo.com","01682 737844","","","","",NA
"Lois Frami","marlene_crona@yahoo.com","01861 561682","Lois  Frami","marlene_crona@yahoo.com","01861 561682","","","","",NA
"Norwood Rutherford","macy.ziemann77@gmail.com","01195 822705","Norwood  Rutherford","macy.ziemann77@gmail.com","01195 822705","","","","",NA
"Ralph Shields","cynthia83@hotmail.com","01172 546715","Ralph  Shields","cynthia83@hotmail.com","01172 546715","","","","",NA
"Cali Crooks","tavares_renner55@hotmail.com","08006 070340","Cali  Crooks","tavares_renner55@hotmail.com","08006 070340","","","","",NA
"Jailyn Okuneva","brandon_ruecker@gmail.com","08007 319426","Jailyn  Okuneva","brandon_ruecker@gmail.com","08007 319426","","","","",NA
"Meda Conroy","meghan36@hotmail.com","05527 922936","Meda  Conroy","meghan36@hotmail.com","05527 922936","","","","",NA
"Roscoe Nienow","abe.nolan86@gmail.com","03229 433432","Roscoe  Nienow","abe.nolan86@gmail.com","03229 433432","","","","",NA
"Mathilde Walter","syble.dickens@yahoo.com","01154 708252","Mathilde  Walter","syble.dickens@yahoo.com","01154 708252","","","","",NA
"Alyson Buckridge","savion_marquardt2@gmail.com","01845 960812","Alyson  Buckridge","savion_marquardt2@gmail.com","01845 960812","","","","",NA
"Dr. Zula Torp","queenie_wisoky@yahoo.com","08008 313830","Dr.  Zula  Torp","queenie_wisoky@yahoo.com","08008 313830","","","","",NA
"Samir Bednar","telly11@gmail.com","01415 400063","Samir  Bednar","telly11@gmail.com","01415 400063","","","","",NA
"Osbaldo Marquardt","drew30@hotmail.com","08000 800640","Osbaldo  Marquardt","drew30@hotmail.com","08000 800640","","","","",NA
"Ms. Mara Blanda","miller.stark10@gmail.com","01697 720430","Ms.  Mara  Blanda","miller.stark10@gmail.com","01697 720430","","","","",NA
"Georgiana Windler","kariane7@hotmail.com","08333 891092","Georgiana  Windler","kariane7@hotmail.com","08333 891092","","","","",NA
"Jett Gorczany Jr.","karley_armstrong@yahoo.com","08008 208134","Jett  Gorczany  Jr.","karley_armstrong@yahoo.com","08008 208134","","","","",NA
"Madisen Rolfson","aileen_nitzsche75@gmail.com","01886 699617","Madisen  Rolfson","aileen_nitzsche75@gmail.com","01886 699617","","","","",NA
"Faustino Strosin","lawrence.lynch74@yahoo.com","03999 080916","Faustino  Strosin","lawrence.lynch74@yahoo.com","03999 080916","","","","",NA
"Shanel Ankunding","lydia.jacobs@yahoo.com","08007 072420","Shanel  Ankunding","lydia.jacobs@yahoo.com","08007 072420","","","","",NA
"Ms. Rosamond Buckridge","joshua.johnston95@hotmail.com","01196 144340","Ms.  Rosamond  Buckridge","joshua.johnston95@hotmail.com","01196 144340","","","","",NA
"Avis Connelly","kamille.hessel@hotmail.com","01714 726262","Avis  Connelly","kamille.hessel@hotmail.com","01714 726262","","","","",NA
"Emelia Price","toney23@yahoo.com","09628 342094","Emelia  Price","toney23@yahoo.com","09628 342094","","","","",NA
"Dallas Kling","julianne.aufderhar@gmail.com","05002 053370","Dallas  Kling","julianne.aufderhar@gmail.com","05002 053370","","","","",NA
"Mrs. Tianna McGlynn","autumn14@yahoo.com","01833 177120","Mrs.  Tianna  Mc Glynn","autumn14@yahoo.com","01833 177120","","","","",NA
"Eleanore Kilback","destin57@gmail.com","01928 746997","Eleanore  Kilback","destin57@gmail.com","01928 746997","","","","",NA
"Jamil Waelchi","herminia31@yahoo.com","08175 962310","Jamil  Waelchi","herminia31@yahoo.com","08175 962310","","","","",NA
"Darron Jones","camille.spencer@hotmail.com","03087 828486","Darron  Jones","camille.spencer@hotmail.com","03087 828486","","","","",NA
"Frida Hayes","elisa_bosco@gmail.com","02366 348412","Frida  Hayes","elisa_bosco@gmail.com","02366 348412","","","","",NA
".","bonita_ryan28@hotmail.com","08889 853861",".","bonita_ryan28@hotmail.com","08889 853861","[ ""B3"", ""B2"", ""B5"" ]","TRUE","","",NA
"Emile Tremblay","elise.kilback84@gmail.com","02590 662723","Emile  Tremblay","elise.kilback84@gmail.com","02590 662723","","","","",NA
"Sebastian Frami","virginia_bogisich20@yahoo.com","05007 173480","Sebastian  Frami","virginia_bogisich20@yahoo.com","05007 173480","","","","",NA
"Guy Reilly Sr.","helen83@gmail.com","01696 164855","Guy  Reilly  Sr.","helen83@gmail.com","01696 164855","","","","",NA
"Ephraim Strosin","madisyn94@yahoo.com","01257 853989","Ephraim  Strosin","madisyn94@yahoo.com","01257 853989","","","","",NA
"Sean Ruecker","johnny26@hotmail.com","03789 069556","Sean  Ruecker","johnny26@hotmail.com","03789 069556","","","","",NA
"Evans Gulgowski","aniya_sipes41@yahoo.com","08006 448160","Evans  Gulgowski","aniya_sipes41@yahoo.com","08006 448160","","","","",NA
"Kaley Harris","marty5@yahoo.com","01130 540056","Kaley  Harris","marty5@yahoo.com","01130 540056","","","","",NA
"Noelia Will","maximus_goldner13@hotmail.com","05646 927001","Noelia  Will","maximus_goldner13@hotmail.com","05646 927001","","","","",NA
"Roberto Windler","marina.balistreri@hotmail.com","05513 068270","Roberto  Windler","marina.balistreri@hotmail.com","05513 068270","","","","",NA
"Alfredo Kihn","allison24@hotmail.com","01067 086072","Alfredo  Kihn","allison24@hotmail.com","01067 086072","","","","",NA
"Kelsi Schimmel","gerald.sipes39@hotmail.com","08009 978130","Kelsi  Schimmel","gerald.sipes39@hotmail.com","08009 978130","","","","",NA
"Dr. Russ Strosin","gordon93@hotmail.com","01100 581162","Dr.  Russ  Strosin","gordon93@hotmail.com","01100 581162","","","","",NA
"America Schuppe","vanessa.larson12@gmail.com","01107 744000","America  Schuppe","vanessa.larson12@gmail.com","01107 744000","","","","",NA
"Hilma Ullrich","madelynn91@gmail.com","08001 890380","Hilma  Ullrich","madelynn91@gmail.com","08001 890380","","","","",NA
"Henriette Batz","tyrell48@hotmail.com","09397 304478","Henriette  Batz","tyrell48@hotmail.com","09397 304478","","","","",NA
"Linwood Bernhard","barbara47@gmail.com","01445 923429","Linwood  Bernhard","barbara47@gmail.com","01445 923429","","","","",NA
"Kelley Schneider","katelin63@gmail.com","08004 715140","Kelley  Schneider","katelin63@gmail.com","08004 715140","","","","",NA
"Kariane Rippin","lillie90@gmail.com","09714 275119","Kariane  Rippin","lillie90@gmail.com","09714 275119","","","","",NA
"Darius Hahn","george_ferry32@hotmail.com","05689 177232","Darius  Hahn","george_ferry32@hotmail.com","05689 177232","","","","",NA
"Deangelo Baumbach","viola.mcdermott@hotmail.com","08265 674307","Deangelo  Baumbach","viola.mcdermott@hotmail.com","08265 674307","","","","",NA
"Mr. Nickolas Kreiger","cade.mccullough23@gmail.com","05652 320483","Mr.  Nickolas  Kreiger","cade.mccullough23@gmail.com","05652 320483","","","","",NA
"Franco Fritsch","krystina_sanford93@yahoo.com","01131 139048","Franco  Fritsch","krystina_sanford93@yahoo.com","01131 139048","","","","",NA
"Pablo Torp","adele.sporer@gmail.com","08491 188269","Pablo  Torp","adele.sporer@gmail.com","08491 188269","","","","",NA
"Jermey Douglas","janelle35@yahoo.com","09818 593633","Jermey  Douglas","janelle35@yahoo.com","09818 593633","","","","",NA
"Fletcher Bode","trystan.rowe55@gmail.com","01697 728240","Fletcher  Bode","trystan.rowe55@gmail.com","01697 728240","","","","",NA
"Rahsaan Shields","raymundo90@gmail.com","01169 032770","Rahsaan  Shields","raymundo90@gmail.com","01169 032770","","","","",NA
"Jake Waters","garret_dietrich21@hotmail.com","03903 313828","Jake  Waters","garret_dietrich21@hotmail.com","03903 313828","","","","",NA
"Dr. Carmel Hintz","moriah_west@gmail.com","08003 602470","Dr.  Carmel  Hintz","moriah_west@gmail.com","08003 602470","","","","",NA
"Baron Halvorson","salma_koch@gmail.com","01110 364581","Baron  Halvorson","salma_koch@gmail.com","01110 364581","","","","",NA
"Carey Graham","letitia_considine81@yahoo.com","01697 789450","Carey  Graham","letitia_considine81@yahoo.com","01697 789450","","","","",NA
"Gilberto Adams","stacy_runolfsson@hotmail.com","02268 530161","Gilberto  Adams","stacy_runolfsson@hotmail.com","02268 530161","","","","",NA
"Casper Schinner","wilhelmine30@yahoo.com","05002 327290","Casper  Schinner","wilhelmine30@yahoo.com","05002 327290","","","","",NA
"Ricky King","caleb_altenwerth@gmail.com","05636 356654","Ricky  King","caleb_altenwerth@gmail.com","05636 356654","","","","",NA
"Ms. Keegan Hermann","francesco_krajcik@gmail.com","08059 787379","Ms.  Keegan  Hermann","francesco_krajcik@gmail.com","08059 787379","","","","",NA
"Cordell Wolf","greg72@hotmail.com","01251 850151","Cordell  Wolf","greg72@hotmail.com","01251 850151","","","","",NA
"Pearlie63@hotmail.com","Erin Kiehn","01697 779350","Pearlie63@hotmail.com","erinkiehn","01697 779350","[ ""B2"", ""B4"", ""A1"", ""A2"" ]","","TRUE","",NA
"Faye Ernser MD","natalia.cremin84@gmail.com","01142 392147","Faye  Ernser  M D","natalia.cremin84@gmail.com","01142 392147","","","","",NA
"Samanta Block","luigi.lehner6@hotmail.com","01110 591253","Samanta  Block","luigi.lehner6@hotmail.com","01110 591253","","","","",NA
"Cassie Heidenreich","augustus.gottlieb@hotmail.com","01697 780650","Cassie  Heidenreich","augustus.gottlieb@hotmail.com","01697 780650","","","","",NA
"Breanne Gerlach","verla_wilkinson48@yahoo.com","01697 735390","Breanne  Gerlach","verla_wilkinson48@yahoo.com","01697 735390","","","","",NA
"Stuart Wehner","dessie_ernser79@yahoo.com","01697 701800","Stuart  Wehner","dessie_ernser79@yahoo.com","01697 701800","","","","",NA
"Miss Abdiel Stracke","isabel.marquardt@gmail.com","01528 715740","Miss  Abdiel  Stracke","isabel.marquardt@gmail.com","01528 715740","","","","",NA
"Mariane Predovic","icie_kunze84@yahoo.com","09218 267595","Mariane  Predovic","icie_kunze84@yahoo.com","09218 267595","","","","",NA
"Maximilian Casper","sonia22@gmail.com","01697 730300","Maximilian  Casper","sonia22@gmail.com","01697 730300","","","","",NA
"Molly Ziemann","keaton.steuber@hotmail.com","01697 772210","Molly  Ziemann","keaton.steuber@hotmail.com","01697 772210","","","","",NA
"Dudley Williamson","nat12@gmail.com","08007 027910","Dudley  Williamson","nat12@gmail.com","08007 027910","","","","",NA
"Enrique Quigley","alda.keebler83@yahoo.com","01016 881618","Enrique  Quigley","alda.keebler83@yahoo.com","01016 881618","","","","",NA
"Alberto Von","santos.hessel5@gmail.com","02925 778281","Alberto  Von","santos.hessel5@gmail.com","02925 778281","","","","",NA
"Estefania Kreiger","annabell_powlowski87@hotmail.com","01167 784325","Estefania  Kreiger","annabell_powlowski87@hotmail.com","01167 784325","","","","",NA
"Audrey Pagac","kitty39@gmail.com","08000 145373","Audrey  Pagac","kitty39@gmail.com","08000 145373","","","","",NA
"Mitchell Gislason","raul92@hotmail.com","02535 254736","Mitchell  Gislason","raul92@hotmail.com","02535 254736","","","","",NA
"Lilian Oberbrunner","warren_kirlin38@gmail.com","01116 432367","Lilian  Oberbrunner","warren_kirlin38@gmail.com","01116 432367","","","","",NA
"Milton Schaefer","jared_orn54@yahoo.com","05599 697224","Milton  Schaefer","jared_orn54@yahoo.com","05599 697224","","","","",NA
"Lucienne Smitham","alexis_effertz57@hotmail.com","01497 591370","Lucienne  Smitham","alexis_effertz57@hotmail.com","01497 591370","","","","",NA
"Philip Kilback","gunnar.mayer4@gmail.com","08742 361464","Philip  Kilback","gunnar.mayer4@gmail.com","08742 361464","","","","",NA
"Loy Rosenbaum","troy8@yahoo.com","05535 998365","Loy  Rosenbaum","troy8@yahoo.com","05535 998365","","","","",NA
"Judy Kling","enoch.reichel18@hotmail.com","01772 137498","Judy  Kling","enoch.reichel18@hotmail.com","01772 137498","","","","",NA
"Crystel Ziemann","clementina66@yahoo.com","01697 765070","Crystel  Ziemann","clementina66@yahoo.com","01697 765070","","","","",NA
"Rod Schumm","ivory.pagac@hotmail.com","01710 635080","Rod  Schumm","ivory.pagac@hotmail.com","01710 635080","","","","",NA
"Mr. Orie Lind","Sainsbury's is the second largest chain of supermarkets in the United Kingdom,[2] with a 16.9% share of the UK supermarket sector.[3] Founded in 1869, by John James Sainsbury with a shop in Drury Lane, London, the company became the largest grocery retailer in 1922, was an early adopter of self-service retailing in the UK, and had its heyday during the 1980s. In 1995, Tesco overtook Sainsbury's to become the market leader, and Asda became the second largest in 2003, demoting Sainsbury's to third place for most of the subsequent period until 2014, when Sainsbury's regained second place.[4] The holding company, J Sainsbury plc, is split into three divisions: Sainsbury's Supermarkets Ltd (including convenience stores), Sainsbury's Bank and Sainsbury's Argos. The group's head office is in the Sainsbury's Store Support Centre in Holborn Circus, City of London.[5] The group also has interests in property.","02039 253458","Mr.  Orie  Lind","sainsburysisthesecondlargestchainofsupermarketsintheunitedkingdom,2witha16.9%shareoftheuksupermarketsector.3foundedin1869,byjohnjamessainsburywithashopindrurylane,london,thecompanybecamethelargestgroceryretailerin1922,wasanearlyadopterofself-serviceretai","02039 253458","[ ""A1"", ""A2"", ""A4"" ]","","TRUE","",NA
"Cory McKenzie","vincenzo_mosciski41@gmail.com","01259 710176","Cory  Mc Kenzie","vincenzo_mosciski41@gmail.com","01259 710176","","","","",NA
"Dominique Altenwerth","caroline61@gmail.com","01272 092655","Dominique  Altenwerth","caroline61@gmail.com","01272 092655","","","","",NA
"Darian Welch","pierce_hagenes@hotmail.com","05521 485391","Darian  Welch","pierce_hagenes@hotmail.com","05521 485391","","","","",NA
"Jettie Lindgren","maureen.hoeger@hotmail.com","01312 307950","Jettie  Lindgren","maureen.hoeger@hotmail.com","01312 307950","","","","",NA
"Lester Kuhlman","kennedy.krajcik@yahoo.com","01715 861953","Lester  Kuhlman","kennedy.krajcik@yahoo.com","01715 861953","","","","",NA
"Katherine Gutmann","jevon_marquardt@gmail.com","05691 164446","Katherine  Gutmann","jevon_marquardt@gmail.com","05691 164446","","","","",NA
"Dorris Jacobi","noel_cummerata11@hotmail.com","05595 420017","Dorris  Jacobi","noel_cummerata11@hotmail.com","05595 420017","","","","",NA
"Arjun Wisoky PhD","neal69@gmail.com","03102 997881","Arjun  Wisoky  Ph D","neal69@gmail.com","03102 997881","","","","",NA
"Penelope Nikolaus","ethan52@gmail.com","09912 777223","Penelope  Nikolaus","ethan52@gmail.com","09912 777223","","","","",NA
"Claire Buckridge","gwen_muller@hotmail.com","03848 390618","Claire  Buckridge","gwen_muller@hotmail.com","03848 390618","","","","",NA
"Isom Wiza","dora9@hotmail.com","01351 523860","Isom  Wiza","dora9@hotmail.com","01351 523860","","","","",NA
"Sage Konopelski MD","alysha.weber1@hotmail.com","05002 521200","Sage  Konopelski  M D","alysha.weber1@hotmail.com","05002 521200","","","","",NA
"Vada Lehner","eula.johnston@hotmail.com","05532 512778","Vada  Lehner","eula.johnston@hotmail.com","05532 512778","","","","",NA
"Suzanne Mayert","manuela82@yahoo.com","05632 538964","Suzanne  Mayert","manuela82@yahoo.com","05632 538964","","","","",NA
"Selina Schinner","danika.kirlin23@hotmail.com","01697 750140","Selina  Schinner","danika.kirlin23@hotmail.com","01697 750140","","","","",NA
"Gilbert Kertzmann","ludwig36@yahoo.com","02866 953328","Gilbert  Kertzmann","ludwig36@yahoo.com","02866 953328","","","","",NA
"Thelma Wuckert","stella_fritsch@hotmail.com","05607 646087","Thelma  Wuckert","stella_fritsch@hotmail.com","05607 646087","","","","",NA
"Mittie Gibson","derick53@gmail.com","01158 770563","Mittie  Gibson","derick53@gmail.com","01158 770563","","","","",NA
"Dr. Florine Gerlach","westley48@yahoo.com","01710 763782","Dr.  Florine  Gerlach","westley48@yahoo.com","01710 763782","","","","",NA
"Misael Beahan","allen_balistreri@hotmail.com","01150 542005","Misael  Beahan","allen_balistreri@hotmail.com","01150 542005","","","","",NA
"Delmer Powlowski","brenda54@hotmail.com","08994 826898","Delmer  Powlowski","brenda54@hotmail.com","08994 826898","","","","",NA
"Abelardo Brown","skyla_mueller20@yahoo.com","02625 571018","Abelardo  Brown","skyla_mueller20@yahoo.com","02625 571018","","","","",NA
